feed_event_id,timestamp,agent_id,provider_id,event_type,delay_minutes,reported_balance
FEED-00463,2026-06-20T14:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00491,2026-06-20T14:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00018,2026-06-20T14:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00046,2026-06-20T14:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00074,2026-06-20T14:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00102,2026-06-20T14:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00130,2026-06-20T14:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00158,2026-06-20T14:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00186,2026-06-20T14:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00214,2026-06-20T14:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00242,2026-06-20T14:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00270,2026-06-20T14:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00298,2026-06-20T14:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00326,2026-06-20T14:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00354,2026-06-20T14:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00382,2026-06-20T14:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00408,2026-06-20T14:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00436,2026-06-20T14:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00464,2026-06-20T14:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00492,2026-06-20T14:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00019,2026-06-20T15:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00047,2026-06-20T15:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00075,2026-06-20T15:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00103,2026-06-20T15:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00131,2026-06-20T15:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00159,2026-06-20T15:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00187,2026-06-20T15:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00215,2026-06-20T15:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00243,2026-06-20T15:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00271,2026-06-20T15:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00299,2026-06-20T15:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00327,2026-06-20T15:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00355,2026-06-20T15:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00383,2026-06-20T15:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00409,2026-06-20T15:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00437,2026-06-20T15:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00465,2026-06-20T15:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00493,2026-06-20T15:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00020,2026-06-20T15:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00048,2026-06-20T15:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00076,2026-06-20T15:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00104,2026-06-20T15:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00132,2026-06-20T15:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00160,2026-06-20T15:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00188,2026-06-20T15:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00216,2026-06-20T15:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00244,2026-06-20T15:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00272,2026-06-20T15:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00300,2026-06-20T15:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00328,2026-06-20T15:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00356,2026-06-20T15:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00384,2026-06-20T15:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00410,2026-06-20T15:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00438,2026-06-20T15:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00466,2026-06-20T15:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00494,2026-06-20T15:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00021,2026-06-20T15:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00049,2026-06-20T15:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00077,2026-06-20T15:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00105,2026-06-20T15:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00133,2026-06-20T15:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00161,2026-06-20T15:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00189,2026-06-20T15:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00217,2026-06-20T15:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00245,2026-06-20T15:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00273,2026-06-20T15:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00301,2026-06-20T15:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00329,2026-06-20T15:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00357,2026-06-20T15:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00385,2026-06-20T15:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00411,2026-06-20T15:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00439,2026-06-20T15:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00467,2026-06-20T15:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00495,2026-06-20T15:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00022,2026-06-20T16:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00050,2026-06-20T16:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00078,2026-06-20T16:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00106,2026-06-20T16:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00134,2026-06-20T16:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00162,2026-06-20T16:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00190,2026-06-20T16:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00218,2026-06-20T16:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00246,2026-06-20T16:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00274,2026-06-20T16:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00302,2026-06-20T16:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00330,2026-06-20T16:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00358,2026-06-20T16:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00386,2026-06-20T16:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00412,2026-06-20T16:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00440,2026-06-20T16:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00468,2026-06-20T16:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00496,2026-06-20T16:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00505,2026-06-20T16:00:00+06:00,AG006,BKASH,BALANCE_CONFLICT,0,82500
FEED-00023,2026-06-20T16:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00051,2026-06-20T16:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00079,2026-06-20T16:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00107,2026-06-20T16:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00135,2026-06-20T16:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00163,2026-06-20T16:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00191,2026-06-20T16:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00219,2026-06-20T16:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00247,2026-06-20T16:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00275,2026-06-20T16:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00303,2026-06-20T16:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00331,2026-06-20T16:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00359,2026-06-20T16:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00387,2026-06-20T16:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00413,2026-06-20T16:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00441,2026-06-20T16:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00469,2026-06-20T16:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00497,2026-06-20T16:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00024,2026-06-20T16:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00052,2026-06-20T16:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00080,2026-06-20T16:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00108,2026-06-20T16:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00136,2026-06-20T16:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00164,2026-06-20T16:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00192,2026-06-20T16:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00220,2026-06-20T16:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00248,2026-06-20T16:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00276,2026-06-20T16:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00304,2026-06-20T16:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00332,2026-06-20T16:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00360,2026-06-20T16:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00388,2026-06-20T16:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00414,2026-06-20T16:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00442,2026-06-20T16:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00470,2026-06-20T16:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00498,2026-06-20T16:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00025,2026-06-20T17:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00053,2026-06-20T17:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00081,2026-06-20T17:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00109,2026-06-20T17:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00137,2026-06-20T17:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00165,2026-06-20T17:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00193,2026-06-20T17:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00221,2026-06-20T17:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00249,2026-06-20T17:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00277,2026-06-20T17:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00305,2026-06-20T17:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00333,2026-06-20T17:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00361,2026-06-20T17:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00389,2026-06-20T17:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00415,2026-06-20T17:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00443,2026-06-20T17:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00471,2026-06-20T17:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00499,2026-06-20T17:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00026,2026-06-20T17:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00054,2026-06-20T17:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00082,2026-06-20T17:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00110,2026-06-20T17:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00138,2026-06-20T17:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00166,2026-06-20T17:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00194,2026-06-20T17:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00222,2026-06-20T17:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00250,2026-06-20T17:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00278,2026-06-20T17:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00306,2026-06-20T17:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00334,2026-06-20T17:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00362,2026-06-20T17:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00390,2026-06-20T17:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00416,2026-06-20T17:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00444,2026-06-20T17:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00472,2026-06-20T17:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00500,2026-06-20T17:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00027,2026-06-20T17:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00055,2026-06-20T17:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00083,2026-06-20T17:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00111,2026-06-20T17:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00139,2026-06-20T17:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00167,2026-06-20T17:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00195,2026-06-20T17:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00223,2026-06-20T17:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00251,2026-06-20T17:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00279,2026-06-20T17:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00307,2026-06-20T17:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00335,2026-06-20T17:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00363,2026-06-20T17:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00391,2026-06-20T17:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00417,2026-06-20T17:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00445,2026-06-20T17:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00473,2026-06-20T17:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00501,2026-06-20T17:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00028,2026-06-20T18:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00056,2026-06-20T18:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00084,2026-06-20T18:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00112,2026-06-20T18:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00140,2026-06-20T18:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00168,2026-06-20T18:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00196,2026-06-20T18:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00224,2026-06-20T18:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00252,2026-06-20T18:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00280,2026-06-20T18:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00308,2026-06-20T18:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00336,2026-06-20T18:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00364,2026-06-20T18:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00392,2026-06-20T18:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00418,2026-06-20T18:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00446,2026-06-20T18:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00474,2026-06-20T18:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00502,2026-06-20T18:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
