transaction_id,timestamp,agent_id,provider_id,account_id,transaction_type,amount,status,channel
TXN-000137,2026-06-20T13:43:00+06:00,AG004,BKASH,ACC-004-BK-010,CASH_IN,1500,SUCCESS,AGENT
TXN-000152,2026-06-20T13:45:00+06:00,AG004,NAGAD,ACC-004-NA-011,CASH_OUT,2000,SUCCESS,AGENT
TXN-000039,2026-06-20T13:46:00+06:00,AG001,ROCKET,ACC-001-RO-010,CASH_IN,5000,SUCCESS,AGENT
TXN-000110,2026-06-20T13:46:00+06:00,AG003,NAGAD,ACC-003-NA-011,CASH_IN,3000,SUCCESS,AGENT
TXN-000067,2026-06-20T13:47:00+06:00,AG002,NAGAD,ACC-002-NA-010,CASH_IN,1200,SUCCESS,AGENT
TXN-000164,2026-06-20T13:49:00+06:00,AG004,ROCKET,ACC-004-RO-009,CASH_IN,1200,SUCCESS,AGENT
TXN-000222,2026-06-20T13:49:00+06:00,AG006,BKASH,ACC-006-BK-011,CASH_OUT,2500,SUCCESS,AGENT
TXN-000195,2026-06-20T13:50:00+06:00,AG005,NAGAD,ACC-005-NA-012,CASH_OUT,2000,SUCCESS,AGENT
TXN-000096,2026-06-20T13:52:00+06:00,AG003,BKASH,ACC-003-BK-011,CASH_OUT,1500,SUCCESS,AGENT
TXN-000083,2026-06-20T13:54:00+06:00,AG002,ROCKET,ACC-002-RO-012,CASH_OUT,500,SUCCESS,AGENT
TXN-000180,2026-06-20T13:54:00+06:00,AG005,BKASH,ACC-005-BK-011,CASH_OUT,4000,SUCCESS,AGENT
TXN-000011,2026-06-20T13:57:00+06:00,AG001,BKASH,ACC-001-BK-010,CASH_OUT,500,SUCCESS,AGENT
TXN-000054,2026-06-20T13:57:00+06:00,AG002,BKASH,ACC-002-BK-011,CASH_OUT,1000,SUCCESS,AGENT
TXN-000125,2026-06-20T13:57:00+06:00,AG003,ROCKET,ACC-003-RO-012,CASH_IN,1500,SUCCESS,AGENT
TXN-000027,2026-06-20T13:58:00+06:00,AG001,NAGAD,ACC-001-NA-012,CASH_IN,2500,SUCCESS,AGENT
TXN-000235,2026-06-20T13:58:00+06:00,AG006,NAGAD,ACC-006-NA-010,CASH_OUT,1200,SUCCESS,AGENT
TXN-000251,2026-06-20T14:00:00+06:00,AG006,ROCKET,ACC-006-RO-012,CASH_OUT,500,SUCCESS,AGENT
TXN-000265,2026-06-20T14:00:00+06:00,AG003,NAGAD,ACC-S3-A,CASH_OUT,9900,SUCCESS,AGENT
TXN-000138,2026-06-20T14:01:00+06:00,AG004,BKASH,ACC-004-BK-011,CASH_OUT,500,SUCCESS,AGENT
TXN-000266,2026-06-20T14:02:00+06:00,AG003,NAGAD,ACC-S3-B,CASH_OUT,10000,SUCCESS,AGENT
TXN-000267,2026-06-20T14:04:00+06:00,AG003,NAGAD,ACC-S3-C,CASH_OUT,10050,SUCCESS,AGENT
TXN-000208,2026-06-20T14:05:00+06:00,AG005,ROCKET,ACC-005-RO-011,CASH_IN,5000,SUCCESS,AGENT
TXN-000268,2026-06-20T14:06:00+06:00,AG003,NAGAD,ACC-S3-A,CASH_OUT,9950,SUCCESS,AGENT
TXN-000111,2026-06-20T14:07:00+06:00,AG003,NAGAD,ACC-003-NA-012,CASH_OUT,2500,SUCCESS,AGENT
TXN-000269,2026-06-20T14:08:00+06:00,AG003,NAGAD,ACC-S3-B,CASH_OUT,10000,SUCCESS,AGENT
TXN-000270,2026-06-20T14:10:00+06:00,AG003,NAGAD,ACC-S3-C,CASH_OUT,10100,SUCCESS,AGENT
TXN-000068,2026-06-20T14:12:00+06:00,AG002,NAGAD,ACC-002-NA-011,CASH_IN,1000,SUCCESS,AGENT
TXN-000271,2026-06-20T14:12:00+06:00,AG003,NAGAD,ACC-S3-A,CASH_OUT,9980,SUCCESS,AGENT
TXN-000165,2026-06-20T14:13:00+06:00,AG004,ROCKET,ACC-004-RO-010,CASH_OUT,1000,SUCCESS,AGENT
TXN-000272,2026-06-20T14:14:00+06:00,AG003,NAGAD,ACC-S3-B,CASH_OUT,10020,SUCCESS,AGENT
TXN-000223,2026-06-20T14:15:00+06:00,AG006,BKASH,ACC-006-BK-012,CASH_IN,2500,SUCCESS,AGENT
TXN-000097,2026-06-20T14:16:00+06:00,AG003,BKASH,ACC-003-BK-012,CASH_OUT,2000,SUCCESS,AGENT
TXN-000153,2026-06-20T14:16:00+06:00,AG004,NAGAD,ACC-004-NA-012,CASH_IN,2500,SUCCESS,AGENT
TXN-000273,2026-06-20T14:16:00+06:00,AG003,NAGAD,ACC-S3-C,CASH_OUT,10000,SUCCESS,AGENT
TXN-000012,2026-06-20T14:17:00+06:00,AG001,BKASH,ACC-001-BK-011,CASH_OUT,3000,SUCCESS,AGENT
TXN-000055,2026-06-20T14:17:00+06:00,AG002,BKASH,ACC-002-BK-012,CASH_OUT,1000,SUCCESS,AGENT
TXN-000040,2026-06-20T14:18:00+06:00,AG001,ROCKET,ACC-001-RO-011,CASH_OUT,5000,SUCCESS,AGENT
TXN-000126,2026-06-20T14:18:00+06:00,AG003,ROCKET,ACC-003-RO-013,CASH_IN,500,SUCCESS,AGENT
TXN-000196,2026-06-20T14:18:00+06:00,AG005,NAGAD,ACC-005-NA-013,CASH_IN,500,SUCCESS,AGENT
TXN-000236,2026-06-20T14:19:00+06:00,AG006,NAGAD,ACC-006-NA-011,CASH_IN,1200,SUCCESS,AGENT
TXN-000181,2026-06-20T14:20:00+06:00,AG005,BKASH,ACC-005-BK-012,CASH_OUT,1200,SUCCESS,AGENT
TXN-000028,2026-06-20T14:21:00+06:00,AG001,NAGAD,ACC-001-NA-013,CASH_OUT,4000,SUCCESS,AGENT
TXN-000139,2026-06-20T14:23:00+06:00,AG004,BKASH,ACC-004-BK-012,CASH_OUT,4000,SUCCESS,AGENT
TXN-000084,2026-06-20T14:24:00+06:00,AG002,ROCKET,ACC-002-RO-013,CASH_OUT,4000,SUCCESS,AGENT
TXN-000112,2026-06-20T14:26:00+06:00,AG003,NAGAD,ACC-003-NA-013,CASH_IN,5000,SUCCESS,AGENT
TXN-000209,2026-06-20T14:28:00+06:00,AG005,ROCKET,ACC-005-RO-012,CASH_IN,2500,SUCCESS,AGENT
TXN-000069,2026-06-20T14:32:00+06:00,AG002,NAGAD,ACC-002-NA-012,CASH_IN,2000,SUCCESS,AGENT
TXN-000252,2026-06-20T14:32:00+06:00,AG006,ROCKET,ACC-006-RO-013,CASH_IN,1200,SUCCESS,AGENT
TXN-000013,2026-06-20T14:35:00+06:00,AG001,BKASH,ACC-001-BK-012,CASH_OUT,1200,SUCCESS,AGENT
TXN-000098,2026-06-20T14:35:00+06:00,AG003,BKASH,ACC-003-BK-013,CASH_IN,3000,SUCCESS,AGENT
TXN-000041,2026-06-20T14:36:00+06:00,AG001,ROCKET,ACC-001-RO-012,CASH_IN,500,SUCCESS,AGENT
TXN-000182,2026-06-20T14:43:00+06:00,AG005,BKASH,ACC-005-BK-013,CASH_IN,2500,SUCCESS,AGENT
TXN-000154,2026-06-20T14:45:00+06:00,AG004,NAGAD,ACC-004-NA-013,CASH_IN,3000,SUCCESS,AGENT
TXN-000166,2026-06-20T14:45:00+06:00,AG004,ROCKET,ACC-004-RO-011,CASH_IN,2500,SUCCESS,AGENT
TXN-000056,2026-06-20T14:46:00+06:00,AG002,BKASH,ACC-002-BK-013,CASH_OUT,3000,SUCCESS,AGENT
TXN-000224,2026-06-20T14:47:00+06:00,AG006,BKASH,ACC-006-BK-013,CASH_OUT,1200,SUCCESS,AGENT
TXN-000140,2026-06-20T14:49:00+06:00,AG004,BKASH,ACC-004-BK-013,CASH_OUT,2000,SUCCESS,AGENT
TXN-000210,2026-06-20T14:49:00+06:00,AG005,ROCKET,ACC-005-RO-013,CASH_OUT,500,SUCCESS,AGENT
TXN-000237,2026-06-20T14:50:00+06:00,AG006,NAGAD,ACC-006-NA-012,CASH_OUT,1000,SUCCESS,AGENT
TXN-000042,2026-06-20T14:59:00+06:00,AG001,ROCKET,ACC-001-RO-013,CASH_IN,5000,SUCCESS,AGENT
TXN-000274,2026-06-20T15:00:00+06:00,AG004,BKASH,ACC-EID-000,CASH_OUT,1200,SUCCESS,AGENT
TXN-000070,2026-06-20T15:02:00+06:00,AG002,NAGAD,ACC-002-NA-013,CASH_OUT,500,SUCCESS,AGENT
TXN-000275,2026-06-20T15:02:00+06:00,AG004,NAGAD,ACC-EID-001,CASH_OUT,2100,SUCCESS,AGENT
TXN-000014,2026-06-20T15:04:00+06:00,AG001,BKASH,ACC-001-BK-013,CASH_IN,2500,SUCCESS,AGENT
TXN-000276,2026-06-20T15:04:00+06:00,AG004,ROCKET,ACC-EID-002,CASH_OUT,3700,SUCCESS,AGENT
TXN-000277,2026-06-20T15:06:00+06:00,AG004,BKASH,ACC-EID-003,CASH_OUT,5500,SUCCESS,AGENT
TXN-000278,2026-06-20T15:08:00+06:00,AG004,NAGAD,ACC-EID-004,CASH_OUT,7200,SUCCESS,AGENT
TXN-000279,2026-06-20T15:10:00+06:00,AG004,ROCKET,ACC-EID-005,CASH_OUT,2800,SUCCESS,AGENT
TXN-000238,2026-06-20T15:12:00+06:00,AG006,NAGAD,ACC-006-NA-013,CASH_IN,1500,SUCCESS,AGENT
TXN-000280,2026-06-20T15:12:00+06:00,AG004,BKASH,ACC-EID-006,CASH_OUT,9400,SUCCESS,AGENT
TXN-000281,2026-06-20T15:14:00+06:00,AG004,NAGAD,ACC-EID-007,CASH_OUT,4600,SUCCESS,AGENT
TXN-000167,2026-06-20T15:15:00+06:00,AG004,ROCKET,ACC-004-RO-012,CASH_OUT,1500,SUCCESS,AGENT
TXN-000282,2026-06-20T15:16:00+06:00,AG004,ROCKET,ACC-EID-008,CASH_OUT,6300,SUCCESS,AGENT
TXN-000283,2026-06-20T15:18:00+06:00,AG004,BKASH,ACC-EID-009,CASH_OUT,1700,SUCCESS,AGENT
TXN-000284,2026-06-20T15:20:00+06:00,AG004,NAGAD,ACC-EID-010,CASH_OUT,8100,SUCCESS,AGENT
TXN-000285,2026-06-20T15:22:00+06:00,AG004,ROCKET,ACC-EID-011,CASH_OUT,3300,SUCCESS,AGENT
TXN-000286,2026-06-20T15:24:00+06:00,AG004,BKASH,ACC-EID-012,CASH_OUT,11000,SUCCESS,AGENT
TXN-000287,2026-06-20T15:26:00+06:00,AG004,NAGAD,ACC-EID-013,CASH_OUT,2400,SUCCESS,AGENT
TXN-000288,2026-06-20T15:28:00+06:00,AG004,ROCKET,ACC-EID-014,CASH_OUT,5900,SUCCESS,AGENT
TXN-000289,2026-06-20T15:30:00+06:00,AG004,BKASH,ACC-EID-015,CASH_OUT,7700,SUCCESS,AGENT
TXN-000290,2026-06-20T15:32:00+06:00,AG004,NAGAD,ACC-EID-016,CASH_OUT,4100,SUCCESS,AGENT
TXN-000168,2026-06-20T15:33:00+06:00,AG004,ROCKET,ACC-004-RO-013,CASH_IN,5000,SUCCESS,AGENT
TXN-000291,2026-06-20T15:34:00+06:00,AG004,ROCKET,ACC-EID-017,CASH_OUT,6800,SUCCESS,AGENT
TXN-000292,2026-06-20T16:10:00+06:00,AG001,BKASH,SYNTH-LINK-9001,CASH_OUT,14800,SUCCESS,AGENT
TXN-000293,2026-06-20T16:12:00+06:00,AG001,NAGAD,SYNTH-LINK-9001,CASH_OUT,15000,SUCCESS,AGENT
TXN-000294,2026-06-20T16:14:00+06:00,AG001,BKASH,SYNTH-LINK-9001,CASH_OUT,14950,SUCCESS,AGENT
TXN-000295,2026-06-20T16:16:00+06:00,AG001,NAGAD,SYNTH-LINK-9001,CASH_OUT,15100,SUCCESS,AGENT
TXN-000296,2026-06-20T16:18:00+06:00,AG001,BKASH,SYNTH-LINK-9001,CASH_OUT,15000,SUCCESS,AGENT
TXN-000297,2026-06-20T16:20:00+06:00,AG001,NAGAD,SYNTH-LINK-9001,CASH_OUT,14900,SUCCESS,AGENT
